0,60,621 GM FRENCH HORN,,4
0,61,622 GM BRASS,,4
0,62,623 GM SYNTH-BRASS 1,,4
0,63,624 GM SYNTH-BRASS 2,,4
0,64,625 GM SOPRANO SAX,,4
0,65,626 GM ALTO SAX,,4
0,66,627 GM TENOR SAX,,4
0,67,628 GM BARITONE SAX,,4
0,68,629 GM OBOE,,4
0,69,630 GM ENGLISH HORN,,4
0,70,631 GM BASSOON,,4
0,71,632 GM CLARINET,,4
0,72,633 GM PICCOLO,,4
0,73,634 GM FLUTE,,4
0,74,635 GM RECORDER,,4
0,75,636 GM PAN FLUTE,,4
0,76,637 GM BOTTLE BLOW,,4
0,77,638 GM SHAKUHACHI,,4
0,78,639 GM WHISTLE,,4
0,79,640 GM OCARINA,,4
0,80,641 GM SQUARE LEAD,,4
0,81,642 GM SAW LEAD,,4
0,82,643 GM CALLIOPE,,4
0,83,644 GM CHIFF LEAD,,4
0,84,645 GM CHARANG,,4
0,85,646 GM VOICE LEAD,,4
0,86,647 GM FIFTH LEAD,,4
0,87,648 GM BASS+LEAD,,4
0,88,649 GM FANTASY,,4
0,89,650 GM WARM PAD,,4
0,90,651 GM POLYSYNTH,,4
0,91,652 GM SPACE CHOIR,,4
0,92,653 GM BOWED GLASS,,4
0,93,654 GM METAL PAD,,4
0,94,655 GM HALO PAD,,4
0,95,656 GM SWEEP PAD,,4
0,96,657 GM RAIN DROP,,4
0,97,658 GM SOUND TRACK,,4
0,98,659 GM CRYSTAL,,4
0,99,660 GM ATMOSPHERE,,4
0,100,661 GM BRIGHTNESS,,4
0,101,662 GM GOBLINS,,4
0,102,663 GM ECHOES,,4
0,103,664 GM SF,,4
0,104,665 GM SITAR,,4
0,105,666 GM BANJO,,4
0,106,667 GM SHAMISEN,,4
0,107,668 GM KOTO,,4
0,108,669 GM THUMB PIANO,,4
0,109,670 GM BAGPIPE,,4
0,110,671 GM FIDDLE,,4
